,query_appears_in_title,nacsos_id,wos_id,title,authors,abstract,doi,pubyear
35,False,654071.0,WOS:000360457200001,Exporting CO2 for Sub-Seabed Storage: The Non-Effective Amendment to the London Dumping Protocol and Its Implications,"Langlet, D","The vast amounts of fossil fuels available and the forecasts regarding their future utilisation can make carbon capture and storage/sequestration (CCS) an attractive option, despite the various challenges associated with the technology. In order to be viable, many CCS projects will have to be transboundary, in the sense that CO2 will be stored in a country other than from where it was captured. The most attractive, or even the only available, storage option is often offshore. However, export of CO2 for sub-seabed storage is prohibited as dumping by the 1996 London Protocol. An amendment to the Protocol that enables export was adopted in 2009, but is unlikely to enter into force. The article analyses the implications of this situation and explores possible options for States that see export of CO2 for sub-seabed storage as an important policy option.",10.1163/15718085-12341362,2015.0
36,False,59560.0,WOS:000355777100004,MARGINAL SHARE OF RENEWABLE ENERGY SOURCES OF VARIABLE ELECTRICITY GENERATION A Contribution to the Concept Definition,"Grkovic, VR, Grkovic, VR","Technology development is a keystone within the efforts toward enabling longer duration of the world fossil energy resources. The past development and the technologies applied, cause huge emissions of CO2 that must be significantly reduced. Increased usage of renewable energy sources for electricity generation (RES-e) contributes essentially to the reduction of CO2, but on the other hand, under current conditions of feed-in priority reduces also the market for the electricity from fossil fuelled power plants. The other possibility for reduction of CO2 emissions is to apply carbon capture and storage technologies as a part of overall fossil fuelled power plants technologies. A hypothesis presented in this paper is that there is a marginal share of RES variable electricity in overall annual electricity supply after which further increase of RES-e participation produces higher average electricity generated cost, than in the case of CO2 emission reduction by applying carbon capture and storage technologies. The presented work confirms this hypothesis. Value of the marginal share depends to the price of RES-e feed-in. With the price span from 13.5 to 7.5 (sic)c/kWh, the marginal share is under 50%.",10.2298/TSCI140422087G,2015.0
37,False,1820149.0,WOS:000372854900013,Utilization of Rice Husk in the CO2-Recycling Gasification System for the Effective Implementation of Bioenergy with Carbon Capture and Storage (BECCS) Technology,"Prabowo, B, Aziz, M, Umeki, K, Yan, M, Susanto, H, Yoshikawa, K","A biomass gasification system with CO2-recycling was developed and examined using the thermal equilibrium model. Performance comparison was conducted against the conventional air gasification system. Sensitivity analyses were performed by varying the gasifier temperature from 750 degrees C to 950 degrees C and testing three kinds of rice husk as feedstock: As harvested, naturally dried, or torrefied. The proposed system produced 7.5 % higher efficiency than the conventional air gasification. Moreover, the system exhausted 302 g-CO2/kWh lower emission and in the form of high purity of CO2 stream that is favorable for sequestration process. The recycled CO2 from the gas turbine acted as an effective heat source for the gasifier as well as gasifying agent. The positive effect of CO2-recycling was more prominent at the lower gasifier temperature. The utilization of high quality feedstock, i.e. low moisture content and low O/C ratio, was favorable for optimizing the effect of CO2-recycling on the system efficiency. Under the examined conditions, the optimum conditions for gaining the highest system efficiency, 39,4%, were a gasifier temperature of 850 degrees C with CO2 recycling ratio of 0.87 and the torrefied feedstock. Application of carbon capture and storage process to the system at the optimum condition resulted in 1.75 kg-CO2/kg-dry-biomass negative carbon intensity with merely 6.5% efficiency penalty. These results show that the CO2-recycling gasification system is promising for effectively applying BECCS concept.",,2015.0
0,True,1820149.0,WOS:000372854900013,Utilization of Rice Husk in the CO2-Recycling Gasification System for the Effective Implementation of Bioenergy with Carbon Capture and Storage (BECCS) Technology,"Prabowo, B, Aziz, M, Umeki, K, Yan, M, Susanto, H, Yoshikawa, K","A biomass gasification system with CO2-recycling was developed and examined using the thermal equilibrium model. Performance comparison was conducted against the conventional air gasification system. Sensitivity analyses were performed by varying the gasifier temperature from 750 degrees C to 950 degrees C and testing three kinds of rice husk as feedstock: As harvested, naturally dried, or torrefied. The proposed system produced 7.5 % higher efficiency than the conventional air gasification. Moreover, the system exhausted 302 g-CO2/kWh lower emission and in the form of high purity of CO2 stream that is favorable for sequestration process. The recycled CO2 from the gas turbine acted as an effective heat source for the gasifier as well as gasifying agent. The positive effect of CO2-recycling was more prominent at the lower gasifier temperature. The utilization of high quality feedstock, i.e. low moisture content and low O/C ratio, was favorable for optimizing the effect of CO2-recycling on the system efficiency. Under the examined conditions, the optimum conditions for gaining the highest system efficiency, 39,4%, were a gasifier temperature of 850 degrees C with CO2 recycling ratio of 0.87 and the torrefied feedstock. Application of carbon capture and storage process to the system at the optimum condition resulted in 1.75 kg-CO2/kg-dry-biomass negative carbon intensity with merely 6.5% efficiency penalty. These results show that the CO2-recycling gasification system is promising for effectively applying BECCS concept.",,2015.0
0,False,5283047.0,WOS:000663421600002,A framework for assessing economics of blue hydrogen production from steam methane reforming using carbon capture storage & utilisation,,"Hydrogen (H-2) generation using Steam Methane Reforming (SMR) is at present the most economical and preferred pathway for commercial H-2 generation. This process, however, emits a considerable amount of CO2, ultimately negating the benefit of using H-2 as a clean industrial feedstock and energy carrier. That has prompted growing interest in enabling CO2 capture from SMR for either storage or utilisation and producing zero-emission ""blue H-2"". In this paper, we propose a spatial techno-economic framework for assessing blue hydrogen production SMR hubs with carbon capture, utilisation and storage (CCUS), using Australia as a case study. Australia offers a unique opportunity for developing such 'blue H-2' hubs given its extensive natural gas resources, availability of known carbon storage reservoirs and an ambitious government target to produce clean/zero-emission H-2 at the cost of <A$2 kg(-1) by 2030. Our results highlight that the H2 production costs are unsurprisingly dominated by natural gas, with the additional capital requirement of carbon capture and storage (CCS) also playing a critical role. These outcomes are especially pertinent for eastern Australian states, as they are experiencing high natural gas costs and would generally require extensive CO2 transport and storage infrastructure to tap potential storage reservoirs, ultimately resulting in a higher cost of producing H-2 (>A$2.7 kgH(2)(-1)). On the other hand, Western Australia offers lower gas pricing and relatively lesser storage costs, which would lead to more economically favourable hydrogen production (<A$2.2 kg(H2)(-1)). We further explore the possibility of utilising the emissions captured at blue SMR hubs by converting them into formic acid through CO2 electroreduction, yielding revenue that will decrease the cost of blue H-2 and reduce the reliance on CO2 storage. Our analysis reveals that formic acid production utilising a 10 MW CO2 electrolyser can potentially reduce H-2 production costs by between 4 and 9%. Further cost reduction is possible by scaling the CO2 electrolyser capacity to convert a larger portion of the emissions captured, albeit at the cost of higher capital investment, electricity consumption and saturating the market for formic acid. Thus, carbon utilisation for a range of products with high market demand represents a more promising approach to replacing the need for costly carbon storage. Overall, our modelling framework can be adapted for global application, particularly for regions interested in generating blue H2 and extended to include other CO2 utilisation opportunities and evaluate other hydrogen production technologies. (C) 2021 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.",10.1016/j.ijhydene.2021.04.104,2021.0
1,False,4234795.0,WOS:000595141700001,"Influence of CO2 retention mechanism storage in Alberta tight oil and gas reservoirs at Western Canadian Sedimentary Basin, Canada: hysteresis modeling and appraisal",,"Rapid combustion of fossil fuels in huge quantities resulted in the enormous release of CO2 in the atmosphere. Subsequently, leading to the greenhouse gas effect and climate change and contemporarily, quest and usage of fossil fuels has increased dramatically in recent times. The only solution to resolve the problem of CO2 emissions to the atmosphere is geological/subsurface storage of carbon dioxide or carbon capture and storage (CCS). Additionally, CO2 can be employed in the oil and gas fields for enhanced oil recovery operations and this cyclic form of the carbon dioxide injection into reservoirs for recovering oil and gas is known as CO2 Enhanced Oil and Gas Recovery (EOGR). Hence, this paper presents the CO2 retention dominance in tight oil and gas reservoirs in the Western Canadian Sedimentary Basin (WCSB) of the Alberta Province, Canada. Actually, hysteresis modeling was applied in the oil and gas reservoirs of WCSB for sequestering or trapping CO2 and EOR as well. Totally, four cases were taken for the investigation, such as WCSB Alberta tight oil and gas reservoirs with CO2 huff-n-puff and flooding processes. Actually, Canada has complex geology and therefore, implicate that it can serve as a promising candidate that is suitable and safer place for CO2 storage. Furthermore, injection pressure, time, rate (mass), number of cycles, soaking time, fracture half-length, conductivity, porosity, permeability, and initial reservoir pressure were taken as input parameters and cumulative oil production and oil recovery factor are the output parameters, this is mainly for tight oil reservoirs. In the tight gas reservoirs, only the output parameters differ from the oil reservoir, such as cumulative gas production and gas recovery factor. Reservoirs were modelled to operate for 30 years of oil and gas production and the factor year was designated as decision-making unit (DMU). CO2 retention was estimated in all four models and overall the gas retention in four cases showed a near sinusoidal behavior and the variations are sporadic. More than 80% CO2 retention in these tight formations were achieved and the major influencing factors that govern the CO2 storage in these tight reservoirs are injection pressure, time, mass, number of cycles, and soaking time. In general, the subsurface geology of the Canada is very complex consisting with many structural and stratigraphic layers and thus, it offers safe location for CO2 storage through retention mechanism and increasing the efficiency and reliability of oil and gas extraction from these complicated subsurface formations.",10.1007/s13202-020-01052-7,2021.0
2,False,4374211.0,WOS:000591834400002,Recent advances in carbon capture storage and utilisation technologies: a review,,"Human activities have led to a massive increase in CO2 emissions as a primary greenhouse gas that is contributing to climate change with higher than 1 degrees C global warming than that of the pre-industrial level. We evaluate the three major technologies that are utilised for carbon capture: pre-combustion, post-combustion and oxyfuel combustion. We review the advances in carbon capture, storage and utilisation. We compare carbon uptake technologies with techniques of carbon dioxide separation. Monoethanolamine is the most common carbon sorbent; yet it requires a high regeneration energy of 3.5 GJ per tonne of CO2. Alternatively, recent advances in sorbent technology reveal novel solvents such as a modulated amine blend with lower regeneration energy of 2.17 GJ per tonne of CO2. Graphene-type materials show CO2 adsorption capacity of 0.07 mol/g, which is 10 times higher than that of specific types of activated carbon, zeolites and metal-organic frameworks. CO2 geosequestration provides an efficient and long-term strategy for storing the captured CO2 in geological formations with a global storage capacity factor at a Gt-scale within operational timescales. Regarding the utilisation route, currently, the gross global utilisation of CO2 is lower than 200 million tonnes per year, which is roughly negligible compared with the extent of global anthropogenic CO2 emissions, which is higher than 32,000 million tonnes per year. Herein, we review different CO2 utilisation methods such as direct routes, i.e. beverage carbonation, food packaging and oil recovery, chemical industries and fuels. Moreover, we investigated additional CO2 utilisation for base-load power generation, seasonal energy storage, and district cooling and cryogenic direct air CO2 capture using geothermal energy. Through bibliometric mapping, we identified the research gap in the literature within this field which requires future investigations, for instance, designing new and stable ionic liquids, pore size and selectivity of metal-organic frameworks and enhancing the adsorption capacity of novel solvents. Moreover, areas such as techno-economic evaluation of novel solvents, process design and dynamic simulation require further effort as well as research and development before pilot- and commercial-scale trials.",10.1007/s10311-020-01133-3,2021.0
3,False,4878197.0,WOS:000668310900001,Towards circular carbo-chemicals - the metamorphosis of petrochemicals,,"The petrochemical industry grew to become one of the world's largest industries during the 20th century. It is expected that it will continue to grow, as the world's population gets wealthier, social dynamics change and people demand more affordable and useful materials. The industry recognises that the Earth's carrying capacity is limited. It is adapting to seek to become a truly sustainable 'carbo'-chemical industry. This paper will address the three main challenges of this transition: shifting hydrocarbon stock, climate change and circular economy. As the energy sector transitions from oil, coal and eventually natural gas, it is expected that the chemical industry will have access to abundant hydrocarbon stocks for which it can find valuable uses. But rising CO2 prices and increasing upgrading costs will likely encourage greater use of alternative, low-carbon feedstocks. In particular, there may be a development of biomass for manufacturing oxygenated chemical intermediates and bio-based materials. To help tackle climate change, the industry will need to reduce the CO2 emissions of its processes and utilities (energy sources). Ways to achieve this will include efficiency improvements, electrification of utilities and processes and switching to renewable H-2; upgrading by-products to chemicals; and CO2 capture and storage or utilisation (CCS/CCU). The issue of plastic waste pollution is combining with the challenges discussed above to push society and governments towards a more circular economy. Customer demand for sustainable products is growing. New regulations (and technologies) are being rolled out for waste collection, sorting and recycling. In addition, the industry is making pledges to produce and use more sustainably. However, it is expected that fresh carbon will still have to enter the material cycle. It will be needed to feed the growth of the chemical industry and to compensate for inevitable recycling losses. For a truly circular industry, this fresh carbon would come from a renewable source, i.e. from atmospheric CO2, initially via biomass and later possibly from direct CO2 capture and utilisation (CCU).",10.1039/d1ee00532d,2021.0
4,False,5283046.0,WOS:000677481800073,Adsorption Characteristics of CH4 and CO2 in Shale at High Pressure and Temperature,,"This work presents the adsorption behavior and appearance characteristics of CH4 and CO2 on the Longmaxi shale at high pressure and temperature. To investigate the variation of gas adsorption patterns under the constraint of pressure and temperature, the applicability of the theories of monolayer adsorption, multilayer adsorption, and micropore filling was discussed. The preferential selection coefficient of CO2 for CH4 under different conditions was characterized by the absolute adsorption capacity (V-abs) ratio of CO2 to CH4 (aCO(2)/CH4). Moreover, the implication of the CO2 injection to enhance gas recovery and the CO2 capture and storage (EGR-CCS) process was analyzed. The results exhibit that the excess adsorption curves of CH4 are smooth, and the experimental temperature has no noticeable effect on the shape of curves. At the same time, a ""sharp peak"" is recorded in the excess adsorption curves of CO2 at low temperatures (30 and 55 degrees C) near the critical pressure, which is quite distinct from the smooth curves at high temperatures (80 and 100 degrees C). Correspondingly, there are two ""jump pressure"" values in the density curves (30 and 55 degrees C) of the adsorption system and the density curves are divided into three stages. The Dubinin-Astakhov and Brunauer-Emmett-Teller (BET) models show an optimum degree of fit for CH4 and CO2 adsorption curves under all experimental temperature and pressure conditions. The Langmuir model fits the adsorption curves of 80 and 100 degrees C better, while the BET model is appropriate for 30 and 55 degrees C. The adsorption affinity of CO2 is higher than CH4, with the value of alpha CO2/CH4 in the range of 2.47-12.16. The value of alpha CO2/CH4 increases with a rise in pressure but is inhibited by high temperatures, while the inhibition is negligible when the experimental temperature exceeds 80 degrees C. The adsorption preferential of CO2 is stronger in the shallow reservoir (alpha CO2/CH4 > 10.5), and the application prospect of the EGR process is promising. In contrast, the adsorption preferential is slightly weakened in the deep reservoir (alpha CO2/CH4 < 4.5), which can be considered for CO2 capture, utilization, and storage. Results from this investigation provide novel insights on the adsorption characteristics of CH4 and CO2 on the shale matrix at high pressure and temperature. They are also expected to give certain enlightenment for the EGR-CCS process.",10.1021/acsomega.1c02921,2021.0
5,False,5283045.0,WOS:000726669600001,Techno-Economics Optimization of H-2 and CO2 Compression for Renewable Energy Storage and Power-to-Gas Applications,,"The decarbonization of the industrial sector is imperative to achieve a sustainable future. Carbon capture and storage technologies are the leading options, but lately the use of CO2 is also being considered as a very attractive alternative that approaches a circular economy. In this regard, power to gas is a promising option to take advantage of renewable H-2 by converting it, together with the captured CO2, into renewable gases, in particular renewable methane. As renewable energy production, or the mismatch between renewable production and consumption, is not constant, it is essential to store renewable H-2 or CO2 to properly run a methanation installation and produce renewable gas. This work analyses and optimizes the system layout and storage pressure and presents an annual cost (including CAPEX and OPEX) minimization. Results show the proper compression stages need to achieve the storage pressure that minimizes the system cost. This pressure is just below the supercritical pressure for CO2 and at lower pressures for H-2, around 67 bar. This last quantity is in agreement with the usual pressures to store and distribute natural gas. Moreover, the H-2 storage costs are higher than that of CO2, even with lower mass quantities; this is due to the lower H-2 density compared with CO2. Finally, it is concluded that the compressor costs are the most relevant costs for CO2 compression, but the storage tank costs are the most relevant in the case of H-2.",10.3390/app112210741,2021.0
6,False,5283044.0,WOS:000702520200001,A review on non-aqueous fracturing techniques in unconventional reservoirs,,"Technical and environmental concerns, besides water conservation in remote areas, are associated with the utilization of conventional water, oil, and polymer based fracturing techniques for shale formations. On the other hand, non-aqueous fracturing techniques are green hydraulic fracturing methods that leave minimal impact on the formation and environment; and thus, could serve as a good alternative to water-based approaches. In this review, several waterless technologies for improving shale and ultra-tight rocks conductivity was studied. Some available simulation techniques for monitoring the performance of these techniques were also covered. Liquid and supercritical carbon dioxide (Sc-CO2) fracking method has a high initial execution cost, although it present a potential in mitigating global warming was discussed. The general understanding of the inherent limitations associated with each methods is required, and therefore have been addressed for better decision making. While waterless fracturing is characterized by a rapid flow back period, Sc-CO2 has low sand carrying capacity because of its low viscosity. Similarly, cryogenic fracturing with liquid N2 for instance causes rapid cooling of the rock that changes the petrophysical and mechanical properties of the formation. For these reasons, future research focus should be geared towards comprehending how the cooling process involved in employing cryogenic fluids could induces micro-fractures and alter rock permeability. Furthermore, the means to improve the carrying capacity of Sc-CO2 with low-medium viscoelastic surfactants need to be studied, in addition to the impact of adsorption forces between fracturing fluid and the rock on proppant transport. Long term reaction mechanisms between acidified water, CO2 and rock mineralogy need to be investigated alongside fracture propagation modeling for a successful carbon capture and storage in fractured low permeability formation.",10.1016/j.jngse.2021.104223,2021.0
7,False,5245827.0,WOS:000678164900012,Major contribution to carbon neutrality by China's geosciences and geological technologies,,"In the context of global climate change, geosciences provide an important geological solution to achieve the goal of carbon neutrality, China's geosciences and geological technologies can play an important role in solving the problem of carbon neutrality. This paper discusses the main problems, opportunities, and challenges that can be solved by the participation of geosciences in carbon neutrality, as well as China's response to them. The main scientific problems involved and the geological work carried out mainly fall into three categories: (1) Carbon emission reduction technology (natural gas hydrate, geothermal, hot dry rock, nuclear energy, hydropower, wind energy, solar energy, hydrogen energy); (2) carbon sequestration technology (carbon capture and storage, underground space utilization); (3) key minerals needed to support carbon neutralization (raw materials for energy transformation, carbon reduction technology). Therefore, geosciences and geological technologies are needed: First, actively participate in the development of green energy such as natural gas, geothermal energy, hydropower, hot dry rock, and key energy minerals, and develop exploration and exploitation technologies such as geothermal energy and natural gas; the second is to do a good job in geological support for new energy site selection, carry out an in-depth study on geotechnical feasibility and mitigation measures, and form the basis of relevant economic decisions to reduce costs and prevent geological disasters; the third is to develop and coordinate relevant departments of geosciences, organize and carry out strategic research on natural resources, carry out theoretical system research on global climate change and other issues under the guidance of earth system science theory, and coordinate frontier scientific information and advanced technological tools of various disciplines. The goal of carbon neutrality provides new opportunities and challenges for geosciences research. In the future, it is necessary to provide theoretical and technical support from various aspects, enhance the ability of climate adaptation, and support the realization of the goal of carbon peaking and carbon neutrality. (C) 2021 China Geology Editorial Office.",10.31035/cg2021037,2021.0
8,False,5234813.0,WOS:000725936700001,Study on Selected Metal-Organic Framework-Based Catalysts for Cycloaddition Reaction of CO2 with Epoxides: A Highly Economic Solution for Carbon Capture and Utilization,,"The level of carbon dioxide in the atmosphere is growing rapidly due to fossil fuel combustion processes, heavy oil, coal, oil shelter, and exhausts from automobiles for energy generation, which lead to depletion of the ozone layer and consequently result in global warming. The realization of a carbon-neutral environment is the main focus of science and academic researchers of today. Several processes were employed to minimize carbon dioxide in the air, some of which include the utilization of non-fossil sources of energy like solar, nuclear, and biomass-based fuels. Consequently, these sources were reported to have a relatively high cost of production and maintenance. The applications of both homogeneous and heterogeneous processes in carbon capture and storage were investigated in recent years and the focus now is on the conversion of CO2 into useful chemicals and compounds. It was established that CO2 can undergo cycloaddition reaction with epoxides under the influence of special catalysts to give cyclic carbonates, which can be used as value-added chemicals at a different level of pharmaceutical and industrial applications. Among the various catalysts studied for this reaction, metal-organic frameworks are now on the frontline as a potential catalyst due to their special features and easy synthesis. Several metal-organic framework (MOF)-based catalysts were studied for their application in transforming CO2 to organic carbonates using epoxides. Here, we report some recent studies of porous MOF materials and an in-depth discussion of two repeatedly used metal-organic frameworks as a catalyst in the conversion of CO2 to organic carbonates.",10.3390/polym13223905,2021.0
9,False,5283043.0,WOS:000710858600003,Biologically-mediated carbon capture and utilization by microalgae towards sustainable CO2 biofixation and biomass valorization-A review,,"The continuously rising emission of carbon dioxide (CO2) is a universal hazard which urgently requires collaborative action between policymakers and scientists. International treaties such as the Paris Agreement (with 196 signatories) reflect the importance of anthropogenic climate change as a truly global public concern. Towards the aim of climate recovery, the most broadly utilized CO2 reduction strategies, including carbon capture and storage (CCS); carbon capture, utilization, and storage (CCUS); and carbon capture and utilization (CCU) are reviewed herein. Of these methods, CCU shows the greatest potential by recycling captured CO2 and harnessing it as a resource to generate emissions-neutral or -negative value-added products (VAPs). Within CCU methodologies, biologically-mediated CCU (bio-CCU) by microalgae is a promising biotechnology to drastically reduce CO2 emissions. This review therefore details the mechanisms of photosynthesis to sequester CO2 and incorporate it into valuable biomolecules. Microalgal cells utilize CO2 as precursors of macromolecules, including lipids, proteins, carbohydrates, and pigments; all of which are discussed within the frame of industrial relevance and market value. The biofixation potential of microalgae is clearly demonstrated by the carbon content of the myriad VAPs they produce. Moreover, pathways towards decreasing carbon footprint (via carbon capture prior to emission to the atmosphere) and increasing carbon handprint (reducing carbon emissions by consuming CO2neutral or -negative products) related to bio-CCU are presented herein. Finally, existing challenges and knowledge gaps are acknowledged and described, and future research needs are recommended.",10.1016/j.cej.2021.130884,2022.0
10,False,5283042.0,WOS:000646768500001,Negative CO2 Emissions for Transportation,,"Negative emission technologies have recently received increasing attention due to climate change and global warming. One among them is bioenergy with carbon capture and storage (BECCS), but the capture process is very energy intensive. Here, a novel pathway is introduced, based on second-generation biofuels followed by carbon circulation in an indefinitely closed chain, effectively resulting in a sink. Instead of using an energy-intensive conventional CCS process, the application of an on-board solid oxide fuel cell (SOFC) running on biofuels in an electric vehicle (FCEV) could result in negative emissions by capturing a concentrated stream of CO2, which is readily stored in a second tank. A CO2 recovery system at the fuel station then takes the CO2 from the tank to be transported to storage locations or to be used for local applications such as CO2-based concrete curing and synthesis of e-fuels. Incorporating CO2 utilization technologies into the FCEVs-SOFC system can close the carbon loop, achieving carbon neutrality through feeding the CO2 in a reverse-logistic to a methanol plant. The methanol produced is also used in SOFCs, leading to an infinite repetition of this carbon cycle till a saturation stage is reached. It is determined this pathway will reach typical Cradle-to-Grave negative emissions of 0.515 ton CO2 per vehicle, and total negative CO2 emission of 138 Mt for all passenger cars in the EU is potentially achievable. All steps comprise known technologies with medium to high technology readiness level (TRL) levels, so principally this system can readily be applied in the mid-term.",10.3389/fenrg.2021.626538,2021.0
11,False,5283041.0,WOS:000607500900001,"CO2 utilisation in agricultural greenhouses: A novel 'plant to plant' approach driven by bioenergy with carbon capture systems within the energy, water and food Nexus",,"Securing the growing populations' demand for food energy and water whilst adapting to climate change is extremely challenging. In this regard, bioenergy coupled with carbon capture and storage or utilisation (BECCS/U) is an attractive solution for meeting both the population demand, and offsetting CO2 emissions. The purpose of this study is to evaluate the effectiveness of BECCS/U pathways utilising CO2 for agricultural enrichment in enhancing food systems and reducing GHG emissions within the energy, water and food nexus concept. The study bridges negative emissions with CO2 fertilisation within an integrated system. It consists of a source of CO2 represented by a biomass-based integrated gasification combined cycle with carbon capture, a CO2 network for a sustainable CO2 supply, and a CO2 sink characterised by agricultural greenhouses. A techno-economic and environmental analysis of each of these subsystems is conducted, feeding to an overall performance analysis of the integrated BECCS/U pathway. Results reveal synergetic opportunities between the energy, water and food subsectors, whereby CO2 is captured from an energy sub-system and is efficiently utilised to enhance food subsystems by improving productivity and reducing crop water requirements. Thus, the proposed integrated BECCS/ U system is able to improve food availability by enhancing the food system, increasing the yield by 13.8%, whilst reducing crop water requirements by 28%. System outputs resulted in a levelised cost of 0.35 $/kg of agricultural produce when the system is scaled-up, and an abatement of the related environmental burdens throughout the supply chain by achieving negative CO2 emissions of 24.6 kg/m(2).year of cultivated land.",10.1016/j.enconman.2020.113668,2021.0
12,False,5283040.0,WOS:000707897000003,The implications of ambitious decarbonisation of heat and road transport for Britain's net zero carbon energy systems,,"Decarbonisation of heating and road transport are regarded as necessary but very challenging steps on the pathway to net zero carbon emissions. Assessing the most efficient routes to decarbonise these sectors requires an integrated view of energy and road transport systems. Here we describe how a national gas and electricity transmission network model was extended to represent multiple local energy systems and coupled with a national energy demand and road transport model. The integrated models were applied to assess a range of technologies and policies for heating and transport where the UK's 2050 net zero carbon emissions target is met. Overall, annual primary energy use is projected to reduce by between 25% and 50% by 2050 compared to 2015, due to ambitious efficiency improvements within homes and vehicles. However, both annual and peak electricity demands in 2050 are more than double compared with 2015. Managed electric vehicle charging could save 14TWh/year in gas-fired power generation at peak times, and associated emissions, whilst vehicle-to-grid services could provide 10GW of electricity supply during peak hours. Together, managed vehicle charging, and vehicle-to-grid supplies could result in a 16% reduction in total annual energy costs. The provision of fast public charging facilities could reduce peak electricity demand by 17GW and save an estimated 650 pound million annually. Although using hydrogen for heating and transport spreads the hydrogen network costs between homeowners and motorists, it is still estimated to be more costly overall compared to an all-electric scenario. Bio-energy electricity generation plants with carbon capture and storage are required to drive overall energy system emissions to net zero, utilisation of which is lowest when heating is electrified, and road transport consists of a mix of electric and hydrogen fuel-cell vehicles. The analysis demonstrates the need for an integrated systems approach to energy and transport policies and for coordination between national and local governments.",10.1016/j.apenergy.2021.117905,2022.0
13,False,4941359.0,WOS:000737112000001,Don't send us your waste gases: Public attitudes toward international carbon dioxide transportation and storage in Europe,,"Large-scale deployment of Carbon Capture and Storage (CCS) is part of the pathways for limiting global warming to 1.5 degrees C and yet, negative public perceptions of CCS have challenged the realization of several projects in Europe over the last decade. This study is the first to look at the effect of exporting or importing CO2 on public perceptions. We conducted a fractional factorial survey experiment in Germany and Norway varying the nationality of the CO2 source and of the storage site of a hypothetical CCS project. We find that respondents from both countries do not evaluate offshore and onshore storage differently but otherwise we find substantial differences between countries. Norwegian respondents react to the experimental manipulation: despite an overall more positive attitude toward CCS, they evaluate a project where foreign sourced CO2 is stored in Norway substantially more negatively compared to a project where domestically sourced CO2 is stored in Norway. By contrast, German respondents are not affected by the variation of the nationality of emissions or the storage site. We connect this finding to construal level theory, arguing that Germans are more psychologically distanced from CCS than Norwegians due to differences in general familiarity with CCS and the political support for CCS; this makes them less sensitive to our experimental manipulation. The uncovered decrease in public support for CCS when CO2 is exported from Germany to Norway challenges the feasibility of the current plans of Northern European states for a CO2 transport and storage infrastructure.",10.1016/j.erss.2021.102450,2022.0
14,False,5283039.0,WOS:000655692200010,Low-carbon hydrogen production via electron beam plasma methane pyrolysis: Techno-economic analysis and carbon footprint assessment,,"Electron beam plasma methane pyrolysis is a hydrogen production pathway from natural gas without direct CO2 emissions. In this work, two concepts for a technical implementation of the electron beam plasma pyrolysis in a large-scale hydrogen production plant are presented and evaluated in regards of efficiency, economics and carbon footprint. The potential of this technology is identified by an assessment of the results with the benchmark technologies steam methane reforming, steam methane reforming with carbon capture and storage as well as water electrolysis. The techno-economic analysis shows levelized costs of hydrogen for the plasma pyrolysis between 2.55 (sic)/kg H-2 and 5.00 (sic)/kg H-2 under the current economic framework. Projections for future price developments reveal a significant reduction potential for the hydrogen production costs, which support the profitability of plasma pyrolysis under certain scenarios. In particular, water electrolysis as direct competitor with renewable electricity as energy supply shows a considerably higher specific energy consumption leading to economic advantages of plasma pyrolysis for cost-intensive energy sources and a high degree of utilization. Finally, the carbon footprint assessment indicates the high potential for a reduction of life cycle emissions by electron beam plasma methane pyrolysis (1.9 kg CO2 eq./kg H-2 - 6.4 kg CO2 eq./kg H-2, depending on the electricity source) compared to state-of-the-art hydrogen production technology (10.8 kg CO2 eq./kg H-2). (C) 2021 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.",10.1016/j.ijhydene.2021.03.114,2021.0
15,False,5283038.0,WOS:000651776800037,"Role of Carbon Capture, Storage, and Utilization to Enable a Net-Zero-CO2-Emissions Aviation Sector",,"A techno-economic analysis of viable scenarios for the aviation industry to achieve net-zero CO2 emissions is presented. These scenarios are based (i) on carbon capture and storage (CCS), where conventional fossil jet fuel is produced, and the corresponding emissions are offset by capturing CO2, either via direct air capture (DAC-CCS route) or via point-source capture (PSC-CCS route), and permanently storing it underground, and (ii) on carbon capture and utilization (CCU), where synthetic jet fuel is produced by using CO2 as feedstock, which is either captured from air (DAC-CCU route) or from a point-source emitter (PSC-CCU route). All routes are feasible and have their advantages and shortcomings. To ensure net-zero CO2 emissions, the feedstock of the point-source emitter, both for CCS- and CCU-based routes, must be of biogenic nature. A quantitative assessment of these scenarios and of a business-as-usual (BAU) scenario, where aviation emissions are subjected to a carbon tax, is performed based on jet fuel cost and carbon price projections until 2050. Cost reductions due to wide deployment and economy of scale of current low-maturity technologies are accounted for. Parametric and Monte Carlo sensitivity analyses are performed to assess the effects of uncertainty associated with the most relevant techno-economic quantities on the observed trends. Findings show that CCS-based scenarios consistently lead to lower jet fuel costs than CCU-based scenarios across the considered time scenarios and sensitivity analyses. This is mainly due to the fact that CCU-based routes result in an energy consumption more than 20 times higher than CCS-based routes, which also implies higher CO2 emissions when considering the carbon intensity of current electricity grids. Overall, the PSC-CCS route represents the most cost-effective solution for decarbonizing the aviation industry, and it is cost-competitive with BAU already today.",10.1021/acs.iecr.0c05392,2021.0
