,id,magId,oaiIds,doi,documentType,abstract,publisher,dataProviders,authors,lcase_ttl,pubyear,journal_name,issns
254,90156778,,['oai:opendocs.ids.ac.uk:20.500.12413/6168'],,,"this paper reviews the literature for a project which seeks to develop a new green
growth diagnostics methodology and apply it to countries in africa.

the original growth diagnostics methodology was developed by haussmann, rodrik and
velasco to identify the key constraints holding back economic growth from its full
potential. their approach was driven by the needs of policymakers facing the dilemma
that most problems have multiple causes, but governments cannot tackle all of them at
once, given limitations in their financial and executive capacity. this gave rise to the idea
of concentrating these limited resources on the binding constraint, which would be
identified going through a tool conceptualised as a decision tree. the proponents of the
original growth diagnostics also realised that this binding constraint varies between
countries and - we would argue - between sectors.

the central point of the original growth diagnostics method was that it offered researchers
and policy makers a way of identifying priorities in analysis and policy; and finding
solutions which take into account local conditions. the same rationale applies to our
green growth diagnostic project. we build on the original approach but adapt it in four
ways: 1. applying it to the energy sector; 2. taking into account potential knock-on effects
on the economy; 3. the political economy when going from diagnostics to therapeutics;
and 4. working out the distributional consequences. since each step takes the project
into un(der)explored territory, it is built around five research questions and corresponding
methodologically distinct work packages.

our five research questions are: 1. what are the binding constraints for investment in
economically viable renewable energy?; 2.which policies can more effectively target
different binding constraints?; 3. who obstructs/drives the adoption of specific sustainable
energy policies?; 4. what would be the macroeconomic impacts of an increase in
renewable energy investment/capacity, and the reforms needed to bring this increase
about? and 5. under what circumstances increased on-grid renewable energy capacity
translates into increased access to and increased reliability of electricity supply in
developing countries? this paper pulls together what we can learn from the international
literature on these questions",institute of development studies - the impact initiative,['https://api.core.ac.uk/v3/data-providers/603'],"[{'name': 'Pueyo, Ana'}, {'name': 'Spratt, Stephen'}, {'name': 'Schmitz, Hubert'}, {'name': 'Willenbockel, Dirk'}, {'name': 'Dent, Chris'}, {'name': 'Wade, Neal'}, {'name': 'Crossland, Andrew'}]",green growth diagnostics for africa: literature review and scoping study,2015,,
255,45545325,,[],10.1007/978-3-658-08463-9_4,research,,springer,"['https://api.core.ac.uk/v3/data-providers/4786', 'https://api.core.ac.uk/v3/data-providers/2612']","[{'name': 'Gert Brunekreeft'}, {'name': 'Marius Buchmann'}, {'name': 'Christian Dänekas'}, {'name': 'Xin Guo'}, {'name': 'Christoph Mayer'}, {'name': 'Marcus Merkel'}, {'name': 'Christian Rehtanz'}, {'name': 'André Göring'}, {'name': 'Andre Herrmann'}, {'name': 'Ray Kodali'}, {'name': 'Michael Stadler'}, {'name': 'Mathias Uslar'}, {'name': 'Nils Vogel'}, {'name': 'Till Luhmann'}, {'name': 'Tobias Menz'}, {'name': 'Sven-Uwe Müller'}, {'name': 'Paul Recknagel'}]",germany’s way from conventional power grids towards smart grids,2015,,
256,25873785,2084466796,['oai:aura.abdn.ac.uk:2164/5938'],10.1016/j.jsg.2015.03.003,thesis,"this paper is based on work and discussions with numerous people over many years; special thanks to alan gibbs for starting me off on an uncertainty track in the first place and for discussions and work with zoe shipton, euan macrae, rebecca lunn, andrew curtis and rob butler. thanks to rob butler and friends for the “it's all about geometry” quote. midland valley exploration is thanked for academic use of move software. zoe shipton is thanked for reading an initial draft of the manuscript. the comments of two anonymous reviewers and those of e. riggs improved the manuscript.peer reviewedpostprin",elsevier bv,"['https://api.core.ac.uk/v3/data-providers/1', 'https://api.core.ac.uk/v3/data-providers/4786']","[{'name': 'Clare E. Bond'}, {'name': 'Allan'}, {'name': 'Allmendinger'}, {'name': 'Baddeley'}, {'name': 'Baker'}, {'name': 'Bally'}, {'name': 'Beach'}, {'name': 'Billi'}, {'name': 'Bistacchi'}, {'name': 'Black'}, {'name': 'Bond'}, {'name': 'Bond'}, {'name': 'Bond'}, {'name': 'Bond'}, {'name': 'Bond'}, {'name': 'Bond'}, {'name': 'Butler'}, {'name': 'Butler'}, {'name': 'Byers'}, {'name': 'Caers'}, {'name': 'Caine'}, {'name': 'Cardozo'}, {'name': 'Chadwick'}, {'name': 'Chamberlin'}, {'name': 'Chamberlin'}, {'name': 'Chapman'}, {'name': 'Chiaruttini'}, {'name': 'Childs'}, {'name': 'Cowie'}, {'name': 'Curtis'}, {'name': 'Curtis'}, {'name': 'Dahlstrom'}, {'name': 'Der Kiureghian'}, {'name': 'Elliott'}, {'name': 'Erslev'}, {'name': 'Fischer'}, {'name': 'Fletcher'}, {'name': 'Freeman'}, {'name': 'Freeman'}, {'name': 'Frodeman'}, {'name': 'Gärling'}, {'name': 'Gigerenzer'}, {'name': 'Gore'}, {'name': 'Groshong'}, {'name': 'Hagen'}, {'name': 'Hambrick'}, {'name': 'Hennings'}, {'name': 'Huang'}, {'name': 'Humphreys'}, {'name': 'Hutton'}, {'name': 'Iacopini'}, {'name': 'Jackson'}, {'name': 'Jamison'}, {'name': 'Janssen'}, {'name': 'Jessell'}, {'name': 'Judge'}, {'name': 'Kahneman'}, {'name': 'Kim'}, {'name': 'Kim'}, {'name': 'Kostenko'}, {'name': 'Krantz'}, {'name': 'Krueger'}, {'name': 'Kuhn'}, {'name': 'Lark'}, {'name': 'Lark'}, {'name': 'Leahy'}, {'name': 'Lelliott'}, {'name': 'Libarkin'}, {'name': 'Liben'}, {'name': 'Liben'}, {'name': 'Lindsay'}, {'name': 'Lubinski'}, {'name': 'MacEachren'}, {'name': 'MacEachren'}, {'name': 'MacEachren'}, {'name': 'Macrae'}, {'name': 'Maerten'}, {'name': 'Manduca'}, {'name': 'Munier'}, {'name': 'Needham'}, {'name': 'Newell'}, {'name': 'Pang'}, {'name': 'Peacock'}, {'name': 'Peacock'}, {'name': 'Pollack'}, {'name': 'Polson'}, {'name': 'Rankey'}, {'name': 'Rapp'}, {'name': 'Refsgaard'}, {'name': 'Riggs'}, {'name': 'Rowbotham'}, {'name': 'Rumsfeld'}, {'name': 'Shipton'}, {'name': 'Shipton'}, {'name': 'Shipton'}, {'name': 'Sibson'}, {'name': 'Sifuentes'}, {'name': 'Sloman'}, {'name': 'Stewart'}, {'name': 'Stewart'}, {'name': 'Stirling'}, {'name': 'Suppe'}, {'name': 'Tacher'}, {'name': 'Tannert'}, {'name': 'Teixell'}, {'name': 'Titus'}, {'name': 'Torvela'}, {'name': 'Tversky'}, {'name': 'Tversky'}, {'name': 'Uttal'}, {'name': 'Vasco'}, {'name': 'Wai'}, {'name': 'Walker'}, {'name': 'Wellmann'}, {'name': 'Wellmann'}, {'name': 'Wilkerson'}, {'name': 'Williams'}, {'name': 'Wood'}, {'name': 'Woodcock'}, {'name': 'Woodward'}]",uncertainty in structural interpretation : lessons to be learnt,2015,Journal of Structural Geology,['0191-8141']
257,18931608,2153048608,['oai:upcommons.upc.edu:2117/83703'],10.3390/en8065613,unknown,"the electricity generation sector needs to reduce its environmental impact and dependence on fossil fuel, mainly from coal. biomass is one of the most promising future options to produce electricity, given its potential contribution to climate change mitigation. even though biomass is an old source of energy, it is not yet a well-established commodity. the use of biomass in large centralised systems requires the establishment of delivery channels to provide the desired feedstock with the necessary attributes, at the right time and place. in terms of time to deployment and cost of the solution, co-combustion/co-gasification of biomass and coal are presented as transition and short-medium term alternatives towards a carbon-neutral energy sector. hence, there is a need to assess an effective introduction of co-combustion/co-gasification projects in the current electricity production share. the purpose of this work is to review recent steps in process systems engineering towards bringing into reality individualised and ad-hoc solutions, by building a common but adjustable design platform to tailored approaches of biomass-based supply chains. current solutions and the latest developments are presented and future needs under study are also identified.peer reviewedpostprint (published version",mdpi ag,"['https://api.core.ac.uk/v3/data-providers/4786', 'https://api.core.ac.uk/v3/data-providers/1011', 'https://api.core.ac.uk/v3/data-providers/10782']","[{'name': 'Luis Puigjaner'}, {'name': 'Mar Pérez-Fortes'}, {'name': 'José Laínez-Aguirre'}, {'name': 'Charpentier'}, {'name': 'Boullard'}, {'name': 'Capros'}, {'name': 'Sims'}, {'name': 'Rosillo-Calle'}, {'name': 'Mitra'}, {'name': 'Silveira'}, {'name': 'Rubiera'}, {'name': 'Obernberger'}, {'name': 'Douglas'}, {'name': 'Turton'}, {'name': 'Marquardt'}, {'name': 'Von Wedel'}, {'name': 'Pantelides'}, {'name': 'Backs'}, {'name': 'Biegler'}, {'name': 'Bojarski'}, {'name': 'Laínez-Aguirre'}, {'name': 'Turban'}, {'name': 'Bergman'}, {'name': 'Maciejewska'}, {'name': 'Van Loo'}, {'name': 'Metz'}, {'name': 'Pérez-Fortes'}, {'name': 'Highman'}, {'name': 'Van de Kamp'}, {'name': 'Reed'}, {'name': 'Knoef'}, {'name': 'Reimert'}, {'name': 'Laínez-Aguirre'}, {'name': 'Guinee'}, {'name': 'Laínez-Aguirre'}]",towards a carbon-neutral energy sector: opportunities and challenges of coordinated bioenergy supply chains-a pse approach,2015,Energies,['1996-1073']
258,85926768,,['oai:trepo.tuni.fi:123456789/22845'],,,"the goal of this thesis was to study adsorption storage of gases, mainly methane, in porous solids. the study included reviewing literature, building an experimental setup, preparation of samples, adsorption measurements and the analysis of the results.
an experimental setup was constructed to study the bulk storage of gases. the setup was based on the gravimetric method, but due to limitations in both funding and time, the accuracy of the setup is far from that of its commercial equivalents. it, however, enables the studying of bulk storage properties of large sample amounts, which allows the elimination of uncertainty due to sample heterogeneity. a minimum sample amount of 50 g is recommended for future experiments. 
carbon samples were prepared to be studied as adsorbents. spruce cubes were carbonized with both slow and high heating rate and some of the samples were chemically activated to produce activated carbon. adsorption on a commercial activated carbon was studied for comparison. uptake values of approximately 0.05 ± 0.02 g ch4 /g carbon in 35 bar and 22 °c were measured for both the best prepared activated carbon sample and the commercial carbon sample. the uptake is much lower than the uptake goal set by the u.s. department of energy of 0.5 g ch4 /g carbon, which shows the difficulty of preparing of good adsorbents",,['https://api.core.ac.uk/v3/data-providers/14859'],"[{'name': 'Aho, Antti Taneli'}]",kokeellinen tutkimus kaasujen adsorptiovarastoinnista,2015,,
259,46390652,,[],10.3389/fenrg.2015.00042,research,,frontiers media sa,"['https://api.core.ac.uk/v3/data-providers/4786', 'https://api.core.ac.uk/v3/data-providers/2614']","[{'name': 'Youngjune Park'}, {'name': 'Kun-Yi Andrew Lin'}, {'name': 'Ah-Hyung Alissa Park'}, {'name': 'Camille Petit'}]","recent advances in anhydrous solvents for co2 capture: ionic liquids, switchable solvents, and nanoparticle organic hybrid materials",2015,Frontiers in Energy Research,['2296-598X']
260,46351356,,"['oai:research-information.bris.ac.uk:publications/ed1f8e41-6818-4f8f-9ee7-055632a4f295', 'oai:openresearch-repository.anu.edu.au:1885/69968']",10.1016/j.gloenvcha.2015.02.013,research,"abstractvested interests and political agents have long opposed political or regulatory action in response to climate change by appealing to scientific uncertainty. here we examine the effect of such contrarian talking points on the scientific community itself. we show that although scientists are trained in dealing with uncertainty, there are several psychological reasons why scientists may nevertheless be susceptible to uncertainty-based argumentation, even when scientists recognize those arguments as false and are actively rebutting them. specifically, we show that prolonged stereotype threat, pluralistic ignorance, and a form of projection (the third-person effect) may cause scientists to take positions that they would be less likely to take in the absence of outspoken public opposition. we illustrate the consequences of seepage from public debate into the scientific process with a case study involving the interpretation of temperature trends from the last 15 years. we offer ways in which the scientific community can detect and avoid such inadvertent seepage",the authors. published by elsevier ltd.,"['https://api.core.ac.uk/v3/data-providers/2610', 'https://api.core.ac.uk/v3/data-providers/4786', 'https://api.core.ac.uk/v3/data-providers/2793', 'https://api.core.ac.uk/v3/data-providers/286']","[{'name': 'Lewandowsky, Stephan'}, {'name': 'Oreskes, Naomi'}, {'name': 'Risbey, James S.'}, {'name': 'Newell, Ben R.'}, {'name': 'Smithson, Michael'}]",seepage: climate change denial and its effect on the scientific community ,2015,,['0959-3780']
261,157785402,,['oai:repositorio-aberto.up.pt:10216/89711'],,,,,['https://api.core.ac.uk/v3/data-providers/11038'],[{'name': 'João Ricardo Gomes Vaz da Silva'}],photocatalytic reduction of co2 into renewable fuels,2015,,
262,64498578,,['oai:digitalcommons.unl.edu:chemengtheses-1025'],,,"economics and sustainability improvements of some chemical processes are assessed after the retrofits suggested by thermodynamic analysis and energy analyzer. the main objective is to explore the scope of reducing the energy consumption and co2 emissions for a more sustainable operation in chemical process industries. thermodynamic analysis is carried out by applying the thermal analysis capability of ‘column targeting tool’ to address the ‘energy intensity,’ and/or the ‘energy analyzer’ to design and improve the performance of the heat exchanger network system for process heat integration. ctt is based on the ‘practical near-minimum thermodynamic condition’ representing a close to practical reversible column operation. the environmental pollution impact metrics are estimated from the ‘carbon tracking’ options with a selected co2 emission data source of us-epa-rule-e9-5711 using the specified primary fuel. the results indicate that column targeting tool, energy analyzer, and carbon tracking can estimate some of the sustainability metrics of an existing design or a new design and determine the scope of improvements for reducing the costs of energy required and emissions of carbon dioxide in chemical processes industries.
advisor: yasar demire",digitalcommons@university of nebraska - lincoln,['https://api.core.ac.uk/v3/data-providers/2912'],"[{'name': 'Alhajji, Mahdi H'}]",economic and sustainability aspects of chemical process industries by thermodynamics analysis,2015,,
263,18714199,833077957,['oai:eprints.whiterose.ac.uk:86482'],10.1016/j.joei.2015.05.004,research,"underground coal gasification (ucg) is the in-situ conversion of deep underground coal to synthesis gas for heating, chemical manufacturing and power generation. ucg has been the subject of extensive pilot testing but technical and environmental concerns remain, not least its greenhouse gas emissions. an attractive solution is to combine ucg with co2 capture and storage (ccs) so that the co2 generated from the ucg and combustion of synthesis gas is re-injected back underground in the ucg cavities, adjacent unmineable coal seams and stressed strata. thereby the emissions from ucg are eliminated and deep coal reserves become a new source of energy supply. this paper reviews the recent global development of ucg projects, the research progress of ucg technology and the technical developments and economic feasibility of ucg-ccs in recent eu projects",elsevier,"['https://api.core.ac.uk/v3/data-providers/4786', 'https://api.core.ac.uk/v3/data-providers/140']","[{'name': 'Yang, D'}, {'name': 'Koukouzas, N'}, {'name': 'Green, M'}, {'name': 'Sheng, Y'}]",recent development on underground coal gasification and subsequent co2 storage,2015,,['1743-9671']
264,26614870,,['oai:pure.atira.dk:publications/ae00ce19-47bf-4aeb-a9ff-1d96ff8037bd'],,research,,unep dtu partnership,['https://api.core.ac.uk/v3/data-providers/525'],"[{'name': 'Dhar, Subash'}, {'name': 'Pathak, Minal'}, {'name': 'Shukla, P.'}]",transport scenarios for india: harmonising development and climate benefits,2015,,
265,44452881,,,,,"abstract: energy poverty is pervasive in sub-saharan africa. nigeria, located in sub-saharan west africa, is the world's seventh largest oil exporting country and is a resource-rich nation. it however experiences the same levels of energy poverty as most of its neighboring countries. attributing this paradox only to corruption or the ""dutch disease"", where one sector booms at the expense of other sectors of the economy, is simplistic and enervates attempts at reform. in addition, data on energy consumption is aggregated at the national level via estimates, disaggregated data is virtually non-existent. finally, the wave of decentralization of vertically integrated national utilities sweeping the developing world has caught on in sub-saharan africa. however, little is known of the economic and social implications of these transitions within the unique socio-technical system of the region's electricity sector, especially as it applies to energy poverty. this dissertation proposes a complex systems approach to measuring and mitigating energy poverty in nigeria due to its multi-dimensional nature. this is done via a three-fold approach: the first section of the study delves into causation by examining the governance institutions that create and perpetuate energy poverty; the next section proposes a context-specific minimum energy poverty line based on field data collected on energy consumption; and the paper concludes with an indicator-based transition management framework encompassing institutional, economic, social, and environmental themes of sustainable transition within the electricity sector. this work contributes to intellectual discourse on systems-based mitigation strategies for energy poverty that are widely applicable within the sub-saharan region, as well as adds to the knowledge-base of decision-support tools for addressing energy poverty in its complexity.dissertation/thesisdoctoral dissertation sustainability 201",,['https://api.core.ac.uk/v3/data-providers/315'],[],a complex systems approach to energy poverty in sub-saharan africa: nigeria as a case study,2015,,
266,18925172,,['oai:apo.org.au:57518'],,research,"introduction

reflecting the growing momentum for carbon pricing worldwide, the 2015 edition of the state and trends of carbon pricing report targets a wider audience of public and private stakeholders who are engaged in carbon pricing design and implementation. this report also provides critical input for the negotiations leading up to the conference of the parties (cop) in paris.

as in the previous editions, the report provides an up-to-date overview of existing and emerging carbon pricing instruments around the world, including national and subnational initiatives. furthermore, it gives an overview of current corporate carbon pricing instruments.

to better reflect the plethora of topics being considered in the climate dialogue, the report also analyzes competitiveness and carbon leakage, and their impact on the development of carbon pricing instruments. the task team responsible for this report intends to select new relevant topics to be explored in future editions. these topics could include, for example, the effectiveness of existing and emerging carbon pricing instruments, and how to measure it.

finally, this year’s report gives the audience a forward-looking assessment of the advantages of international cooperation in reaching stringent global mitigation targets. a review of existing modeling work provides a qualitative and quantitative assessment of cost saving potentials and the magnitude of financial flows inherent to international cooperation aimed at reducing greenhouse gas emissions to a level consistent with the 2°c climate stabilization goal",world bank,['https://api.core.ac.uk/v3/data-providers/713'],"[{'name': 'Alexandre Kossoy'}, {'name': 'Grzegorz Peszko'}, {'name': 'Klaus Oppermann'}, {'name': 'Nicolai Prytz'}, {'name': 'Noemie Klein'}, {'name': 'Kornelis Blok'}, {'name': 'Long Lam'}, {'name': 'Lindee Wong'}, {'name': 'Bram Borkent'}]",state and trends of carbon pricing 2015,2015,,
267,14720478,,['oai:spiral.imperial.ac.uk:10044/1/19269'],10.25560/19269,thesis,"this thesis aims to use a novel methodology to obtain an understanding of the potential limits of bioenergy by using a complex systems approach for assessing land use dynamics and constraints. although bioenergy is classified as a renewable energy source, land is a finite resource and its expansion limited. the anthropogenic demands on land result from a combination of multiple provisioning services. these include global food consumption, dietary preference, crop and livestock yields, land use integration, wastes and residues, and bioenergy yields and forms, as well as the allocation of surplus land for forestry and energy crops, and the potential role of negative emission technologies. thus, bioenergy is just one part of a complex land-use system. the general hypothesis is that there are fundamental limits to the overall scale and rate of the sustainable expansion of bioenergy, which can be assessed by means of combinations of empirical data, mapping tools and complex systems models. to this end, a novel methodological approach is proposed, which is based on a combination of two original models. the first one is termed the global calculator land use change model (gcluc), developed as part of the global calculator project, in which land is freely allocated worldwide and food security is assumed a priority. the second considers land for dedicated energy crops as a delimited reserve, by integrating hubbert’s curve principles (originally proposed for peak oil assessments) in agro-ecological zoning schemes (as recently done for sugarcane ethanol in brazil), resulting in a new model here termed green-hubbert. the results show ranges of bioenergy potentials and expansion rates in the context of different land use futures. the potential public policies necessary to support sustainable bioenergy are also discussed. finally, the conclusions show that, indeed, there are fundamental limits to bioenergy, and these limits are dynamic over time.open acces","centre for environmental policy, imperial college london",['https://api.core.ac.uk/v3/data-providers/105'],"[{'name': 'Strapasson, Alexandre Betinardi'}]",the limits of bioenergy : a complex systems approach to land use dynamics and constraints,2015,,
268,46412650,,['oai:pure.rug.nl:publications/8d6b292b-92a1-4ab6-94c3-66beabfdca43'],10.3389/fpsyg.2015.00805,research,"global climate change threatens the health, economic prospects, and basic food and water sources of people. a wide range of changes in household energy behavior is needed to realize a sustainable energy transition. we propose a general framework to understand and encourage sustainable energy behaviors, comprising four key issues. first, we need to identify which behaviors need to be changed. a sustainable energy transition involves changes in a wide range of energy behaviors, including the adoption of sustainable energy sources and energy-efficient technology, investments in energy efficiency measures in buildings, and changes in direct and indirect energy use behavior. second, we need to understand which factors underlie these different types of sustainable energy behaviors. we discuss three main factors that influence sustainable energy behaviors: knowledge, motivations, and contextual factors. third, we need to test the effects of interventions aimed to promote sustainable energy behaviors. interventions can be aimed at changing the actual costs and benefits of behavior, or at changing people's perceptions and evaluations of different costs and benefits of behavioral options. fourth, it is important to understand which factors affect the acceptability of energy policies and energy systems changes. we discuss important findings from psychological studies on these four topics, and propose a research agenda to further explore these topics. we emphasize the need of an integrated approach in studying the human dimensions of a sustainable energy transition that increases our understanding of which general factors affect a wide range of energy behaviors as well as the acceptability of different energy policies and energy system changes",frontiers media sa,"['https://api.core.ac.uk/v3/data-providers/4786', 'https://api.core.ac.uk/v3/data-providers/3203', 'https://api.core.ac.uk/v3/data-providers/708', 'https://api.core.ac.uk/v3/data-providers/4580', 'https://api.core.ac.uk/v3/data-providers/2614']","[{'name': 'Linda Steg'}, {'name': 'Goda Perlaviciute'}, {'name': 'Ellen van der Werff'}]",understanding the human dimensions of a sustainable energy transition,2015,Frontiers in Psychology,['1664-1078']
269,19043480,2317051915,['oai:www.duo.uio.no:10852/48598'],10.1021/jp505562j,thesis,"carbon capture and storage (ccs) in geological reservoirs – especially saline aquifers – is a key midterm solution to mitigate climate changes caused by increasing anthropogenic co2. in order to ensure that a ccs project reach the required level of success, three essential elements need to be guaranteed; storage capacity, injectivity and containment. among these elements, relatively less research has been conducted relevant to the injectivity, thus there are several technical uncertainties in this regard that should be understood and quantified in order to ensure long-term storage of co2. this thesis is therefore centered at improving such knowledge and understanding by addressing some of the vague research areas in regard to co2 injectivity including: co2/h2o mutual solubilities, salt precipitation and depositional heterogeneities.
first part of this study is devoted to thermodynamic modeling of fluid mixtures relevant for co2 storage with particular focus on effect of methane (ch4) and sulphur dioxide (so2) impurities. to do this, a molecular based framework, statistical association fluid theory (saft) is chosen and the molecular parameters required by the model were adjusted against the available experimental data. the developed model is effectively used to predict phase partitioning, the aqueous phase density and water drop-out in contact with solid surface, which we believe to be especially well-suited to the assessment of injectivity of a proposed co2 storage reservoir.
in the next part of this thesis, the processes of drying-out and salting-out were explored in more detail. this work encompasses the fabrication of the two sets of glass microchips, as well as series of experimental characterisation that has given us a valuable insight into the mechanism of salt precipitation. in particular, we have identified two mechanisms which together dramatically intensify the precipitation rate and amount of salt precipitated. from this insight, the reported discrepancies in the literature regarding the salt precipitation could be successfully explained and a new prototype for modeling of the process could be provided. we have also studied, but to a lesser extend, the effect of prepositional heterogeneities on the plume migration and pressure response at the injection well. we came to the conclusion that extreme well and aquifer pressures are unlikely for the setting studied in this thesis",,['https://api.core.ac.uk/v3/data-providers/715'],"[{'name': 'Miri, Rohaldin'}]",effects of co2-brine-rock interactions on co2 injectivity – implications for ccs,2015,,['1520-6106']
270,31779210,,['oai:pure.iiasa.ac.at:11614'],,research,"in the latest (fifth) assessment from the intergovernmental panel on climate change (ipcc) non-co2 emssions accounted for 28% of total ghg emissions in 2010, when measured on the basis of their global warming potential (relative to co2) over a 100-year and nitrous oxide (n2o) accounting for about half of all non-co2 ghgs. with population and incomes increasing, especially in  emerging economies, these emissions could grow significantly in the future. other major sources of non-co2 ghgs are fugitive ch4 from the extraction and distribution of fossil fuels, n2o from industrial production of nitric and adipic acid, as well as fluorinated gases (f-gases) from a range of industrial manufacturing and product uses. \ud
\ud
\ud
\ud
this paper analyses the emissions and cost impacts of mitigation of non-co2 greenhouse gases (ghgs) at a global level, in scenarios which are focused on meeting a range of long-term temperature goals (lttgs). the paper demonstrates how an  integrated assessment model (tiam-grantham) representing co2 emissions (and their mitigation) from the fossil fuel combustion and industrial sectors is coupled with a model covering non-co2 emissions (gains) in order to provide a complete picture of ghg  emissions in a reference scenario in which there is no mitigation of either co2 or non-co2 gases, as well as in scenarios in which both co2 and non-co2 gases are mitigated in order to achieve different lttgs","avoid 2 wpc2b report. grantham institute, imperial college london, uk /iiasa, laxenburg, austria / andlinger center for energy and the environment, princeton university, usa / met office hadley centre, uk",['https://api.core.ac.uk/v3/data-providers/1586'],"[{'name': 'Gambhir, A.'}, {'name': 'Napp, T.'}, {'name': 'Hawkes, A.'}, {'name': 'Hoeglund-Isaksson, L.'}, {'name': 'Winiwarter, W.'}, {'name': 'Purohit, P.'}, {'name': 'Wagner, F.'}, {'name': 'Bernie, D.'}, {'name': 'Lowe, J.'}]",the contribution of non-co2 greenhouse gas mitigation to achieving long-term temperature goals,2015,,
271,42971573,,['oai:spiral.imperial.ac.uk:10044/1/19269'],10.25560/19269,thesis,"this thesis aims to use a novel methodology to obtain an understanding of the potential limits of bioenergy by using a complex systems approach for assessing land use dynamics and constraints. although bioenergy is classified as a renewable energy source, land is a finite resource and its expansion limited. the anthropogenic demands on land result from a combination of multiple provisioning services. these include global food consumption, dietary preference, crop and livestock yields, land use integration, wastes and residues, and bioenergy yields and forms, as well as the allocation of surplus land for forestry and energy crops, and the potential role of negative emission technologies. thus, bioenergy is just one part of a complex land-use system. the general hypothesis is that there are fundamental limits to the overall scale and rate of the sustainable expansion of bioenergy, which can be assessed by means of combinations of empirical data, mapping tools and complex systems models. to this end, a novel methodological approach is proposed, which is based on a combination of two original models. the first one is termed the global calculator land use change model (gcluc), developed as part of the global calculator project, in which land is freely allocated worldwide and food security is assumed a priority. the second considers land for dedicated energy crops as a delimited reserve, by integrating hubbert’s curve principles (originally proposed for peak oil assessments) in agro-ecological zoning schemes (as recently done for sugarcane ethanol in brazil), resulting in a new model here termed green-hubbert. the results show ranges of bioenergy potentials and expansion rates in the context of different land use futures. the potential public policies necessary to support sustainable bioenergy are also discussed. finally, the conclusions show that, indeed, there are fundamental limits to bioenergy, and these limits are dynamic over time.open acces","centre for environmental policy, imperial college london",['https://api.core.ac.uk/v3/data-providers/105'],"[{'name': 'Strapasson, Alexandre Betinardi'}]",the limits of bioenergy : a complex systems approach to land use dynamics and constraints,2015,,
272,71060126,,['oai::3919'],,,"we quantify environmental benefits attributable to air quality and ghgs pollutants due to electro-mobility. we link externe’s impact pathway analysis and the hybrid cge model in order to relate predicted effects on economy to external costs. to quantify the external costs, environmental and health effects attributable to direct and indirect emissions stemming from domestic economic production, imports, fuel use and electricity production over the period 2008-2030 are estimated. as a result, total external costs and year-by-year differences for business-as-usual and em+ scenario are computed for austria. we find that em+ scenario generates overall smaller externalities, but the year-by-year differences are very small in absolute magnitude, corresponding to about 0.3% reduction in relative terms. different sectors contribute to the total value of external costs, however. em+ generates small benefits due to changes in the structure of domestic economic sectors, while changes in vehicle fleet and fuel use solely result in about 2.5 times larger benefits. annual environmental benefits of em+ are about 80 to 90 million euros after the year 2025. em+ scenario also leads to changes in electricity market that would result in damage, rather than benefits, of value about 10 to 33 million euros. this environmental damage is however not sufficiently large to counterbalance the environmental benefits, and hence em+ is environment-improving policy yielding overall total net benefits",,['https://api.core.ac.uk/v3/data-providers/807'],"[{'name': 'Ščasný, Milan'}, {'name': 'Máca, Vojtěch'}, {'name': 'Weinzettel, Jan'}, {'name': 'Miess, Michael'}, {'name': 'Schmelzer, Stefan'}]","wp9 quantification of environmental benefits. deliverable 9.1: report on external costs of electricity generation and vehicle use. deliverable 9.2: soft link between environmental

assessment and the hybrid general equilibrium model. project: development of an evaluation framework for

the introduction of electromobility",2015,,
273,95955953,,['oai:sedici.unlp.edu.ar:10915/44084'],,,"esta sección contiene los siguientes documentos: 

 apec
declaración conjunta de la 17ª reunión ministerial.

oea - xxxv asamblea general 
 declaración de florida: “hacer realidad los beneficios de la democracia” 

comunidad andina - xvi consejo presidencial andino
 acta presidencial de lima. democracia, desarrollo y cohesión social

iv cumbre de las américas
 1 declaración / 2 plan de acción de mar del plata

xv cumbre iberoamericana
 declaración de salamanca 

g8. cumbre de gleneagles. 
 conclusiones de la presidencia

grupo río
 declaración de mar del plata de los jefes de estado y de gobierno

 mercosur. xxviii reunión del consejo del mercado común
 comunicado conjunto de los presidentes de los estados partes del mercosur
 declaración presidencial sobre compromiso del mercosur con el estatuto de roma de la corte penal internacional
 iniciativa de asunción sobre lucha contra la pobreza extrema
 comunicado del mercosur y estados asociados sobre la situación en la república de bolivia

partenariado euromediterráneo
  código de conducta euromediterráneo contra el terrorismo

fmi 
 informe anual del directorio ejecutivo del fmi a la junta de gobernadores

banco mundial
 informe anual 2005

cumbre mundial sobre la sociedad de la información
compromiso de túnez
 plan de acción de túnez

 onu
 un concepto más amplio de la libertad: desarrollo, seguridad  y derechos humanos para todos. informe del secretario general
objetivos de desarrollo del milenio. informe 2005
cumbre mundial 2005. documento final
resoluciones del consejo de seguridadinstituto de relaciones internacionales (iri",,['https://api.core.ac.uk/v3/data-providers/8397'],[{'name': 'Instituto de Relaciones Internacionales'}],sección documentos,2015,,['1515-3371']
