,id,openDoarId,name,email,valid,error
154,926,,Stellenbosch University SUNScholar Repository,,True,
155,14804,3894,SINTEF Open,,True,
156,434,,UTHM Institutional Repository,,True,
157,4664,N/A,N/A,N/A,False,404
158,943,1319,Theseus,,True,
159,82,1378,University of Bath Research Portal,opus-support@bath.ac.uk,True,
160,527,,Hrčak - Portal of scientific journals of Croatia,,True,
161,1667,3178,K-Developedia(KDI School) Repository,,True,
162,2390,,Scholarship at UWindsor,,True,
163,2649,2006,Syracuse University Research Facility and Collaborative Environment,,True,
164,12996,,Louisiana State University: DigitalCommons @ LSU Law Center,,True,
165,976,,Digital Repository @ Iowa State University,,True,
166,21123,,Roskilde Universitet,,True,
167,432,1201,Munich RePEc Personal Archive,,True,
168,161,2152,Digital Education Resource Archive,,True,
169,1329,2611,DigitalCommons@WPI,,True,
170,979,,Wits Institutional Repository on DSPACE,,True,
171,3049,N/A,N/A,N/A,False,404
172,614,,Estudo Geral,,True,
173,3551,,University of Wisconsin-Milwaukee,,True,
174,293,,T-Stór,,True,
175,1617,1562,Institutional Repository of the Freie Universität Berlin,,True,
176,5942,N/A,N/A,N/A,False,404
177,10916,,Florence Research,,True,
178,3602,,Washington and Lee University School of Law,,True,
179,433,1162,Padua@research,,True,
180,202,1008,University of Minnesota Digital Conservancy,,True,
181,1493,,Ghent University Academic Bibliography,,True,
182,51,1756,Greenwich Academic Literature Archive,gala@gre.ac.uk,True,
183,2833,,University of Bergen,,True,
184,2330,,VCU Scholars Compass,,True,
185,606,1149,Göteborgs universitets publikationer - e-publicering och e-arkiv,,True,
186,2245,N/A,N/A,N/A,False,404
187,1626,3531,Institutionelles Repositorium der Leibniz Universität Hannover,Corinna.Schneider@tib.eu,True,
188,11183,N/A,N/A,N/A,False,404
189,5479,3751,CorpusUL,,True,
190,3604,,Mitchell Hamline School of Law,,True,
191,14,,Brunel University Research Archive,bura@brunel.ac.uk,True,
192,663,661,Aaltodoc Publication Archive,,True,
193,201,540,Purdue E-Pubs,,True,
194,12972,,Technische Universität Bergakademie Freiberg: Qucosa,,True,
195,13495,,IR@NEERI (CSIR),,True,
196,3226,N/A,N/A,N/A,False,404
197,1259,317,Dépôt Institutionnel Numérique,,True,
198,196,605,ScholarWorks@UMass Amherst,,True,
199,14338,,"Northwestern University Illinois, School of Law: Scholarly Commons",,True,
200,1717,,KU ScholarWorks,,True,
201,3590,,George Washington University Law School,,True,
202,1003,,ResearchArchive at Victoria University of Wellington,,True,
203,2050,,Repositorio Institucional de la Universidad de Costa Rica,,True,
204,1216,N/A,N/A,N/A,False,404
205,193,548,Scholarly Materials And Research @ Georgia Tech,,True,
206,334,,Universidad Nacional De Colombia - Repositorio Institucional UN,,True,
207,437,1243,Open Archive Toulouse Archive Ouverte,,True,
208,2563,3858,Hanze UAS repository,,True,
209,1074,3730,Archivio della ricerca - Università degli studi di Napoli Federico II,,True,
210,5518,4034,Archivio Istituzionale della Ricerca- Università del Salento,,True,
211,2553,,bonndoc – Der Publikationsserver der Universität Bonn,,True,
212,3599,,University of Michigan School of Law,,True,
213,1666,3419,Jukuri,,True,
214,766,,Espace INRS,,True,
215,5956,,Repositorio Universidad de Zaragoza,,True,
216,11074,4612,VU Research Portal,,True,
217,163,,Woods Hole Open Access Server,,True,
218,1508,3430,HAL AMU,archiveouverte@univ-amu.fr,True,
219,68,514,Plymouth Marine Science Electronic Archive (PlyMSEA),barbue@MBA.ac.uk,True,
220,391,999,Electronic Publication Information Center,,True,
221,1515,3515,HAL-CEA,,True,
222,1526,3516,HAL-INSU,,True,
223,502,,ArchiMer -  Institutional Archive of Ifremer,,True,
224,1527,2191,HAL-IRD,,True,
225,124,1366,University of East Anglia digital repository,uea.digital.repository@uea.ac.uk,True,
226,14814,4654,HAL UVSQ,,True,
227,205,69,eCommons@Cornell,gss1@cornell.edu,True,
228,11480,4094,Archivio istituzionale della ricerca - Alma Mater Studiorum Università di Bologna,,True,
229,1404,134,"Eldorado - Ressourcen aus und für Lehre, Studium und Forschung",dspace-admin@tu-dortmund.de,True,
230,2118,,ResearchSpace@UKZN,,True,
231,5559,4140,University of Zagreb Repository,,True,
232,7,1552,Aston Publications Explorer,openaccess@aston.ac.uk,True,
233,234,3818,The University of Manchester - Institutional Repository,p.butler@manchester.ac.uk,True,
234,5494,3997,"Faculty of Mining, Geology and Petroleum Engineering Repository",,True,
235,5574,4156,Croatian Digital Dissertations Repository,,True,
236,3528,N/A,N/A,N/A,False,404
237,14198,,United Arab Emirates University: Scholarworks@UAEU / جامعة الامارات,,True,
238,13180,,Andalas Journal of International Studies,,True,
239,2145,2072,Scholarship@Claremont,,True,
240,3323,N/A,N/A,N/A,False,404
241,3139,N/A,N/A,N/A,False,404
242,2138,1505,Sapientia,,True,
243,14114,,Penn State Dickinson Law: IDEAS,,True,
244,145,,CiteSeerX,,True,
245,2324,967,UWC Theses and Dissertations,,True,
246,130,991,University of Salford Institutional Repository,usir@salford.ac.uk,True,
247,7779,,SNU Open Repository and Archive,,True,
248,25,,De Montfort University Open Research Archive,acope@dmu.ac.uk,True,
249,619,2185,Queen Mary Research Online,scholarlycommunications@qmul.ac.uk,True,
250,421,152,Università degli Studi di Napoli Federico Il Open Archive,,True,
251,13842,,UniCEUB Centro Universitário de Brasília: Publicações Acadêmicas,,True,
252,913,,LSBU Research Open,,True,
253,1195,3737,British Columbia's network of post-secondary digital repositories,,True,
254,14493,,Technische Universität Dresden: Qucosa,,True,
255,2146,1548,Scholarship@Western,,True,
256,2174,2814,SHAREOK repository,,True,
257,32,1918,Durham e-Theses,dro.admin@durham.ac.uk,True,
258,844,,Publikationsserver der Technischen Universität Clausthal,,True,
259,13445,,Tohoku University Repository (TOUR) / 東北大学機関リポジトリ,,True,
260,92,1334,Repository@Napier,repository@napier.ac.uk,True,
261,2074,2653,Repositorio Institucional Universidad EAFIT,,True,
262,1844,231,OhioLINK Electronic Thesis and Dissertation Center,,True,
263,296,365,Victoria University Eprints Repository,,True,
264,121,1069,"University of Birmingham Research Archive, E-theses Repository",S.Atkins.1@bham.ac.uk,True,
265,2326,147,Vanderbilt Electronic Thesis and Dissertation Archive,,True,
266,2425,,PolyPublie,,True,
267,2142,,ScholarBank@NUS,,True,
268,430,,Epsilon Archive for Student Projects,,True,
269,1687,,Khazar University Institutional Repository,,True,
270,218,,ScholarlyCommons@Penn,,True,
271,1716,3368,KTUePubl (Repository of Kaunas University of Technology),antanas.streimikis@ktu.lt,True,
272,199,1459,DigitalCommons@USU,,True,
273,330,,AMS Tesi di Dottorato,,True,
274,522,1404,Diposit Digital de Documents de la UAB,,True,
275,10846,N/A,N/A,N/A,False,404
276,1132,1445,B-Digital,,True,
277,1107,1261,AIR Universita degli studi di Milano,,True,
278,2044,1601,Repositorio Institucional da Universidade de Santiago de Compostela,,True,
279,1304,,Digital Repository at the University of Maryland,,True,
280,14797,1798,Brage HiM,,True,
281,1891,N/A,N/A,N/A,False,404
282,11457,1797,Brage Nord Open Research Archive,,True,
283,679,370,Wageningen University & Research Publications,,True,
284,956,N/A,N/A,N/A,False,404
285,21364,,Portal de Revistas Académicas UC Temuco,,True,
286,1241,,Cork Open Research Archive,,True,
287,160,1978,PhilPapers,,True,
288,5576,4160,Chalmers Research,,True,
289,14558,,Online Journals Universitas Kristen Indonesia,,True,
290,13169,,Union College: Union | Digital Works,,True,
291,745,,Dokumenten-Publikationsserver der Humboldt-Universität zu Berlin,fromm@hu-berlin.de,True,
292,11760,,AJOL - African Journals Online,,True,
293,123,1775,University of Dundee Online Publications,discovery@dundee.ac.uk,True,
294,1323,91,DigitalCommons@Pace,,True,
295,2290,1249,University of Limerick Institutional Repository,,True,
296,11242,904,Munin - Open Research Archive,,True,
297,405,2459,edoc,,True,
298,14796,1789,UiS Brage,,True,
299,15526,,International Journal of Integrated Engineering,,True,
300,216,1152,DigitalCommons@CalPoly,,True,
301,554,1113,Erasmus University Digital Repository,,True,
302,395,1880,AMS Tesi di Laurea,,True,
303,2296,,University of Oulu Repository - Jultika,,True,
304,14807,4029,IFE Brage,,True,
305,543,1018,DSpace at Tartu University Library,heiki.epner@ut.ee,True,
306,3615,,Yale University,,True,
307,12537,,Georgia Southern University: Digital Commons@Georgia Southern,,True,
308,12452,,Montclair State University Digital Commons,,True,
309,12026,,Universitas Diponegoro: Undip E-Journal System (UEJS) Portal,,True,
310,608,,Repositorio Institucional de la Universidad de Alicante,,True,
311,13784,,Columbia Law School Scholarship Archive,,True,
312,604,963,Diposit Digital de la Universitat de Barcelona,,True,
313,1840,2321,OAPEN Library,,True,
314,336,188,Institute of Transport Research:Publications,,True,
315,4636,,Directory of Open Access Books (DOAB),,True,
316,1110,,Archivo Digital para la Docencia y la Investigación,alcira.macias@ehu.eus,True,
317,2644,3712,Opin visindi,,True,
318,1990,,Repositori Institucional de la Universitat Jaume I,,True,
319,3506,,Michigan Technological University,,True,
320,12675,,"American Scientific Research Journal for Engineering, Technology, and Sciences (ASRJETS)",,True,
321,12838,,Open Access Journals at Aalborg University,,True,
322,1099,3710,Archivio istituzionale della ricerca - Università di Genova,oscp@mail.pitt.edu,True,
323,1010,261,Publikationer från Linköpings universitet,,True,
324,905,681,Digitala Vetenskapliga Arkivet - Academic Archive On-line,,True,
325,19,,ChesterRep,chesterrep@chester.ac.uk,True,
326,28,1523,Bangor University Research Portal,repository@bangor.ac.uk,True,
327,1158,,Biblioteca Digital do IPB,,True,
328,11826,,Universitas Narotama Surabaya (UNNAR): Journals,,True,
329,200,38,Caltech Authors,,True,
330,169,2171,CURVE/open,curve-research.lib@coventry.ac.uk,True,
331,1106,3661,Archivio istituzionale della ricerca - Università IUAV di Venezia,,True,
332,3375,,Wilfrid Laurier University,,True,
333,13594,,"Engineering Journal (Faculty of Engineering, Chulalongkorn University, Bangkok)",,True,
334,833,3341,OPUS Augsburg,,True,
335,278,1816,Teeside University's Research Repository,researchportal@tees.ac.uk,True,
336,24,1590,Cronfa at Swansea University,iss-research@swansea.ac.uk,True,
337,103,285,SOAS Research Online,lib-eprints@soas.ac.uk,True,
338,1002,293,Sydney eScholarship,,True,
339,86,,Open Research Online,library-research-support@open.ac.uk,True,
340,1276,2231,Digital Commons @ Boston College Law School,,True,
341,128,,University of Lincoln Institutional Repository,eprints@lincoln.ac.uk,True,
342,134,1749,UWE Bristol Research Repository,eprints@uwe.ac.uk,True,
343,59,201,Lancaster E-Prints,m.dunne@lancaster.ac.uk,True,
344,381,,tuprints,,True,
345,482,,Covenant University Repository,,True,
346,11494,4299,University of Saskatchewan's Research Archive,,True,
347,1836,3111,NSU Works,,True,
348,481,,Corvinus Research Archive,,True,
349,10835,,Arrow@dit,,True,
350,925,334,University of Melbourne Institutional Repository,,True,
351,697,,Digital library of Brno University of Technology,vut@vutbr.cz,True,
352,8117,N/A,N/A,N/A,False,500
353,11946,,Illinois Mathematics and Science Academy: DigitalCommons@IMSA,,True,
354,4635,,Copernicus Publications,,True,
355,5594,4222,Osuva,,True,
356,484,296,Tesis Doctorals en Xarxa,,True,
357,9027,,Jurnal Sylva Lestari,,True,
358,1429,611,Elektronische Publikationen der Universität Hohenheim,,True,
359,162,1448,Northumbria Research Link,as.researchlink@northumbria.ac.uk,True,
360,319,944,YorkSpace,,True,
361,1056,3549,OAR@UM,,True,
362,5637,4308,Valto,,True,
363,141,589,Wolverhampton Intellectual Repository and E-theses,wire@wlv.ac.uk,True,
364,292,,Columbia University Academic Commons,ac@columbia.edu,True,
365,763,2984,EPub Bayreuth,,True,
366,5717,,University of South Wales Research Explorer,,True,
367,731,3071,Bern Open Repository and Information System (BORIS),dirk.verdicchio@ub.unibe.ch,True,
368,13777,,Hiroshima Shudo University Academic Repository / 広島修道大学学術リポジトリ,,True,
369,332,313,Digitale Hochschulschriften der LMU,,True,
370,3475,,University of Maine,,True,
371,181,230,KnowledgeBank at OSU,,True,
372,532,,Electronic Sumy State University Institutional Repository,,True,
373,3725,,Universitas Pasundan,,True,
374,232,1195,DSpace at VSB Technical University of Ostrava,,True,
375,295,2687,Plymouth Electronic Archive and Research Library,openresearch@plymouth.ac.uk,True,
376,13975,,Vanderbilt University Law School: Scholarship@Vanderbilt Law,,True,
377,2060,,Repositorio Institucional Digital del IEO,,True,
378,686,2694,ResearchSPace - Bath Spa University,researchspace@bathspa.ac.uk,True,
379,71,,Middlesex University Research Repository,eprints@mdx.ac.uk,True,
380,1351,,DSpace at Belgorod State University,,True,
381,11613,,SRUC - Scotland's Rural College,puresupport@sruc.ac.uk,True,
382,3562,,Saint Petersburg State University,,True,
383,580,2292,Repositório Institucional da Universidade de Aveiro,,True,
384,119,1126,"University of Birmingham Research Archive, E-papers Repository",S.Atkins.1@bham.ac.uk,True,
385,963,,Repositorio de la Universidad de Cuenca,,True,
386,6,1850,Anglia Ruskin Research Online,arro@anglia.ac.uk,True,
387,520,,Unisa Institutional Repository,,True,
388,12781,,OHIO Open Library (Ohio University),,True,
389,345,885,ZORA,martin.braendle@id.uzh.ch,True,
390,535,,RiuNet,riunet@bib.upv.es,True,
391,35,128,E-space: Manchester Metropolitan University's Research Repository,e-space@mmu.ac.uk,True,
392,14830,4773,Repositorio de Acceso Abierto BUAP,,True,
393,674,,Cape Town University OpenUCT,,True,
394,84,,Open Access Institutional Repository at Robert Gordon University,,True,
395,7793,,TUbiblio,,True,
396,2148,,ScholarWorks @ UVM,,True,
397,11486,4178,Qucosa - Publikationsserver der Universität Leipzig,,True,
398,1410,,Electronic archive of Tomsk Polytechnic University,,True,
399,57,1328,Kent Academic Repository,ResearchSupport@kent.ac.uk,True,
400,2069,,Repositorio Institucional UNAD,,True,
401,521,1318,Open Repository and Bibliography - Liège,orbi@uliege.be,True,
402,10883,,Stirling Online Research Repository (RIOXX),,True,
403,107,,Stirling Online Research Repository,library@stir.ac.uk,True,
404,3739,,Universidade Federal do Paraná,,True,
405,21291,,WBI Studies Repository (WellBeing International),,True,
406,53,1226,Nottingham Trent Institutional Repository (IRep),richard.cross@ntu.ac.uk,True,
407,11505,4517,Continental Institutional Repository,,True,
408,901,969,UC Research Repository,,True,
409,190,1167,JScholarship,,True,
410,2049,1412,Repositorio Institucional de la Universidad de Córdoba,,True,
411,677,938,Research Commons@Waikato,,True,
412,702,2186,National Repository of Grey Literature,,True,
413,2511,,FigShare,,True,
414,752,3579,Dokumentenrepositorium der RUB / RUB-Repository,,True,
415,1009,260,Publikationer från KTH,,True,
416,2104,3431,reposiTUm,,True,
417,531,571,TU Delft Repository,J.deLeeuwe@tudelft.nl,True,
418,2072,,Repositorio Institucional Universidad de Málaga,,True,
419,10936,,Unimas Institutional Repository,,True,
